OBJECTID,NAME,COUNTY,OSP,TWNCODE,LAND,SHAPE_Length,SHAPE_Area
147,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00351267885590709,3.86194170067769e-07
148,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00214694298273289,1.91876696382738e-07
149,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00177764971806057,1.34120584590344e-07
150,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000524815709322866,1.88324648015573e-08
151,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000541650080588651,1.38069895195508e-08
152,NARRAGANSETT,WASHINGTON,20,NA,Y,0.00165728675283425,9.43307666455588e-08
153,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000489561853556894,1.512911580782e-08
154,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000348275798639843,8.36332143496043e-09
155,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000903839757565561,3.5831378033713e-08
156,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000302538678789524,6.30255562376585e-09
157,NARRAGANSETT,WASHINGTON,20,NA,Y,0.000322479735920832,6.91987132363534e-09
158,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00102959244053286,5.43334499045983e-08
159,NEWPORT,NEWPORT,21,NE,Y,0.00147329341886284,9.79308948574201e-08
160,NARRAGANSETT,WASHINGTON,20,NA,Y,0.000466373920857587,1.28512023885632e-08
161,NARRAGANSETT,WASHINGTON,20,NA,Y,0.000363738727303405,8.91365292895016e-09
162,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000623872096893536,2.13534819454425e-08
163,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00133713372156037,6.42158921399635e-08
164,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000997487173031318,5.88559142170999e-08
165,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00206766390209815,1.37891691292083e-07
166,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00104882604978948,6.57617633290364e-08
167,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000944362708298426,4.43954697702545e-08
168,CHARLESTOWN,WASHINGTON,5,CH,Y,1.00239433022826,0.010479484093363
169,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000991475329160337,5.23864626604408e-08
170,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00153837563080578,8.88860650514315e-08
171,LITTLE COMPTON,NEWPORT,18,LC,Y,0.0012129356572616,5.89629181922461e-08
172,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000448781834300363,1.01110464725487e-08
173,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00038070854324272,7.14848073857207e-09
174,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000556916542182617,1.58922623244197e-08
175,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00117029665343772,9.30696349937618e-08
176,NEWPORT,NEWPORT,21,NE,Y,0.0021879504291941,2.53484671372405e-07
177,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00125910223324319,9.06656696679855e-08
178,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000472627282278035,1.44930658248852e-08
179,NEWPORT,NEWPORT,21,NE,Y,0.00108075860576694,7.36741053468518e-08
180,NEWPORT,NEWPORT,21,NE,Y,0.000852314733972058,5.00070401700043e-08
181,NEWPORT,NEWPORT,21,NE,Y,0.000468799767745948,1.4815119221787e-08
182,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000639418678303717,2.52379367502275e-08
183,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00132267987298161,1.00495228110876e-07
184,NEWPORT,NEWPORT,21,NE,Y,0.00203084137194809,1.36722670396146e-07
185,NEWPORT,NEWPORT,21,NE,Y,0.00119317565157418,6.45596091446041e-08
186,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000947734311026547,4.17999944461436e-08
187,NEWPORT,NEWPORT,21,NE,Y,0.000613579343418562,2.10562710746684e-08
188,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00170787640717727,8.80188241398955e-08
189,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000780940987521596,2.76923911248128e-08
190,NEWPORT,NEWPORT,21,NE,Y,0.000441739519203414,1.44660323637235e-08
191,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00143120576755856,9.3535961877439e-08
192,NEWPORT,NEWPORT,21,NE,Y,0.000402721164581919,1.11936066243227e-08
193,NEWPORT,NEWPORT,21,NE,Y,0.000345241272633982,8.56905002843236e-09
194,NARRAGANSETT,WASHINGTON,20,NA,Y,0.00113184120225284,4.36251524368759e-08
195,NEWPORT,NEWPORT,21,NE,Y,0.000874523632494879,5.45407274503466e-08
196,NARRAGANSETT,WASHINGTON,20,NA,Y,0.00114731338816304,6.07721753846795e-08
197,NEWPORT,NEWPORT,21,NE,Y,0.000487771222256527,1.67396252683762e-08
198,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00083730016806199,4.36675704549167e-08
199,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00113480497386526,5.00303432718801e-08
200,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000883258525023951,5.13827088442232e-08
201,NEWPORT,NEWPORT,21,NE,Y,0.0017123075156153,1.11693451490811e-07
202,NEWPORT,NEWPORT,21,NE,Y,0.00110571018892386,7.19870236448976e-08
203,NEWPORT,NEWPORT,21,NE,Y,0.000868497955976468,5.07285644249341e-08
204,NARRAGANSETT,WASHINGTON,20,NA,Y,0.000733931225356413,2.55330386654156e-08
205,NEWPORT,NEWPORT,21,NE,Y,0.000446049574023934,1.46878352366581e-08
206,NEWPORT,NEWPORT,21,NE,Y,0.000492706496714916,1.46397303145068e-08
207,NEWPORT,NEWPORT,21,NE,Y,0.000729131933626396,3.12534749150786e-08
208,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000425115736829568,1.22432068918031e-08
209,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000770453757320612,3.55475032735364e-08
210,LITTLE COMPTON,NEWPORT,18,LC,Y,0.00231600415727837,2.55420302653273e-07
211,NEWPORT,NEWPORT,21,NE,Y,0.00031368674604727,6.8363798479641e-09
212,NEWPORT,NEWPORT,21,NE,Y,0.00102121017176093,5.93539860618103e-08
213,NEWPORT,NEWPORT,21,NE,Y,0.000417070937959666,1.06780387646081e-08
214,NEWPORT,NEWPORT,21,NE,Y,0.000199552712642568,2.52233747691539e-09
215,NEWPORT,NEWPORT,21,NE,Y,0.00073476130110347,3.07794704645793e-08
216,NEWPORT,NEWPORT,21,NE,Y,0.000505547344250845,1.6208406624139e-08
217,NEWPORT,NEWPORT,21,NE,Y,0.000890803870512618,4.32657479211827e-08
218,NEWPORT,NEWPORT,21,NE,Y,0.000920704764660766,1.2503533186749e-08
219,NEWPORT,NEWPORT,21,NE,Y,0.0103098561610925,3.03453420125619e-06
220,NEWPORT,NEWPORT,21,NE,Y,0.00036134056501711,8.4948042081345e-09
221,NEWPORT,NEWPORT,21,NE,Y,0.000544030035660571,2.21519550196738e-08
222,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000658626705834776,2.94277207241048e-08
223,NEWPORT,NEWPORT,21,NE,Y,0.000677660371147443,2.74454892557051e-08
224,NEWPORT,NEWPORT,21,NE,Y,0.000243427031144929,4.13347365598762e-09
225,NEWPORT,NEWPORT,21,NE,Y,0.000200238517580596,2.66323560834852e-09
226,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000524367390820572,1.66956074642447e-08
227,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000950673931920966,6.41772830481818e-08
228,LITTLE COMPTON,NEWPORT,18,LC,Y,0.000629826209747674,2.83161761998556e-08
